,age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret
5217,22,180.5,75.0,960,0.55,5000.0,500.0
5218,51,178.4,52.8,3914,0.17,10000.0,500.0
5219,23,159.2,102.2,2396,0.83,,36693.88486915033
5220,55,155.4,71.6,1236,0.03,10000.0,500.0
5221,44,169.8,72.8,1607,0.77,5000.0,500.0
5222,34,178.3,59.2,1990,0.86,10000.0,500.0
5223,44,185.8,72.8,2953,0.17,10000.0,500.0
5224,22,156.0,76.4,4346,0.74,504.43,13471.390542255316
5225,30,171.9,57.8,2094,0.8,408.03,500.0
5226,24,175.5,57.7,3120,0.96,5000.0,7496.123207050458
5227,72,166.8,82.7,1895,0.41,5000.0,15534.718983928857
5228,38,158.3,72.4,1307,0.05,10000.0,2662.8609420212924
5229,73,168.8,66.4,2134,0.27,5000.0,500.0
5230,37,179.6,85.1,2384,0.43,785.01,9091.976151641726
5231,49,159.5,57.7,3203,0.18,1103.69,12950.347786468126
5232,28,167.9,49.3,1295,0.52,,500.0
5233,47,168.2,73.4,2710,0.47,1271.15,23102.73510726395
5234,49,168.9,103.8,3699,0.08,10000.0,20835.753512619904
5235,44,180.1,66.7,2120,0.42,,500.0
5236,39,174.9,58.5,2945,0.16,10000.0,841.9041320541709
5237,44,166.2,80.9,2464,0.91,10000.0,500.0
5238,65,171.4,64.1,2182,0.41,801.84,4731.288891124707
5239,18,167.1,77.2,3158,0.25,10000.0,36698.70436866136
5240,18,168.4,66.4,2111,0.46,5000.0,9760.812159705438
5241,67,177.5,37.4,4075,0.62,846.01,19616.81514524639
5242,51,154.1,86.3,2864,0.33,,17469.36669042196
5243,68,188.3,75.4,1794,0.65,782.13,15137.843561515212
5244,26,163.9,67.7,2731,0.4,,25403.616090951564
5245,36,165.9,79.2,913,0.16,5000.0,14130.509990982004
5246,18,167.9,65.0,1025,0.26,,16190.752538179906
5247,33,144.0,81.1,2499,0.82,668.68,12250.900345339218
5248,40,180.7,68.7,2457,0.41,,500.0
5249,65,178.4,56.1,3788,0.36,627.3,34729.19320422612
5250,60,168.9,60.9,1376,0.9,,500.0
5251,47,145.2,74.9,5310,0.54,,22058.8149152844
5252,72,155.0,73.5,2781,0.66,10000.0,18216.408515220075
5253,18,148.3,75.8,4301,0.57,,25558.96192735985
5254,45,178.2,46.8,4170,0.3,5000.0,9149.762575104216
5255,52,181.8,64.1,3007,0.07,10000.0,15942.672250384505
5256,57,168.2,51.8,2214,0.01,5000.0,500.0
5257,71,173.2,75.7,2182,0.72,,500.0
5258,44,172.1,63.8,2765,0.23,5000.0,4092.662549657175
5259,61,156.1,66.6,4177,0.72,10000.0,500.0
5260,18,170.9,52.6,2491,0.13,,500.0
5261,67,173.4,59.8,2787,0.69,10000.0,500.0
5262,59,176.9,59.7,2971,0.05,627.44,2091.50307798458
5263,55,179.3,59.6,3859,0.72,10000.0,500.0
5264,31,171.6,66.1,5065,0.5,1067.98,500.0
5265,40,170.1,62.2,1516,0.45,556.14,14836.922940266955
5266,75,171.9,69.2,1478,0.67,10000.0,2605.864082933269
5267,38,187.0,60.9,3405,0.36,849.91,500.0
5268,72,175.8,83.5,500,0.27,10000.0,17588.456971819967
5269,19,175.3,65.8,1382,0.87,5000.0,895.9608777688743
5270,71,188.5,58.9,4137,0.88,403.79,13145.425053072247
5271,36,177.7,82.8,2816,0.23,10000.0,500.0
5272,45,164.4,60.8,1992,0.47,620.69,6723.662297466024
5273,71,150.5,68.1,500,0.54,10000.0,5881.112146935091
5274,61,178.9,84.0,3519,0.88,10000.0,31965.666946618672
5275,74,173.6,56.9,2840,0.07,5000.0,11919.31578800856
5276,60,172.4,64.6,3774,0.47,5000.0,35195.374771484974
5277,28,176.9,99.3,4450,0.12,5000.0,10600.203328979927
5278,18,161.4,94.8,4216,0.04,10000.0,500.0
5279,68,186.1,75.0,1848,0.43,10000.0,29148.70531457577
5280,39,174.0,87.5,2008,0.28,10000.0,500.0
5281,52,173.7,102.0,1342,0.54,5000.0,28809.67343167673
5282,65,180.6,73.0,1896,0.05,5000.0,500.0
5283,32,168.8,73.9,2340,0.9,5000.0,500.0
5284,60,157.6,30.0,2822,0.94,,11964.160775187183
5285,75,184.3,40.7,2987,0.12,10000.0,5152.690785593994
5286,33,160.4,93.1,500,0.08,,500.0
5287,36,157.2,73.3,3916,0.87,614.9,16732.885906729967
5288,36,173.6,65.8,1292,0.22,10000.0,12073.79464109072
5289,27,155.4,79.2,3947,0.3,,7409.971370503994
5290,48,156.2,82.2,2598,0.31,5000.0,500.0
5291,40,180.9,76.0,959,0.47,99.54,500.0
5292,72,164.3,90.5,1567,0.35,10000.0,9149.762575104216
5293,58,165.1,74.9,2280,0.82,,500.0
5294,33,175.4,64.8,3076,0.11,5000.0,25657.65526246961
5295,51,181.2,64.4,1650,0.74,10000.0,500.0
5296,73,176.7,77.3,3014,0.2,656.95,15429.21504665999
5297,34,162.6,41.8,1470,0.8,5000.0,990.684789639169
5298,49,183.9,63.1,3538,0.54,512.42,4222.596527056552
5299,73,164.3,89.7,2921,0.85,10000.0,500.0
5300,53,163.3,85.9,2156,0.87,663.67,500.0
5301,40,167.3,57.6,2870,0.73,5000.0,20606.08926223896
5302,62,168.0,62.2,4576,0.83,,500.0
5303,51,175.8,56.0,2480,0.74,,19634.98087316357
5304,58,165.0,67.8,2228,0.7,363.81,4968.756064114143
5305,48,164.6,44.2,3416,0.39,5000.0,11970.443330966416
5306,45,166.8,79.5,2684,0.47,,13078.291814080756
5307,23,157.2,91.2,4464,0.34,5000.0,500.0
5308,72,160.5,78.9,4079,0.35,,23218.837620779508
5309,68,174.5,84.3,2874,0.49,5000.0,17828.995325155123
5310,66,162.3,93.5,3068,0.16,478.46,500.0
5311,64,178.2,86.5,4414,0.18,,500.0
5312,46,152.4,54.9,3344,0.14,10000.0,23158.184627930583
5313,34,172.3,65.1,1346,0.4,,500.0
5314,73,178.6,56.1,3686,0.75,,16025.297564461089
5315,73,166.4,78.8,2150,0.02,655.55,500.0
5316,29,157.3,78.9,4104,0.26,,32281.72059281906
5317,28,172.3,60.9,2793,0.97,5000.0,15705.00891097355
5318,66,174.5,86.6,3134,0.67,,4044.281505887843
5319,25,184.8,66.7,1978,0.39,,500.0
5320,44,161.2,44.7,1111,0.74,,500.0
5321,46,186.2,91.2,2201,0.35,738.46,2028.8437355034253
5322,38,165.4,44.9,3976,0.08,,24865.304590800835
5323,36,179.9,75.4,1084,0.99,867.53,500.0
5324,49,168.3,88.3,1588,0.92,1143.45,18365.207496326955
5325,44,161.7,84.1,4954,0.57,749.05,19811.98893203536
5326,19,160.0,78.2,782,0.19,5000.0,17243.586985377
5327,67,175.1,91.9,500,0.02,5000.0,500.0
5328,22,165.3,66.4,1850,0.26,10000.0,500.0
5329,45,174.9,69.5,2864,0.73,5000.0,24575.24009075477
5330,21,158.3,44.6,2305,0.88,875.69,2510.436565369083
5331,54,184.9,68.6,1715,0.46,5000.0,22622.860830922156
5332,62,177.5,95.5,3519,0.44,10000.0,14878.30568316815
5333,65,193.6,51.2,4091,0.35,951.52,500.0
5334,56,173.5,79.3,4797,0.64,5000.0,29386.27330168705
5335,33,184.5,48.1,3345,0.17,,18450.389967279505
5336,40,175.0,70.4,1767,0.62,1158.73,500.0
5337,24,181.6,95.2,1505,0.41,,500.0
5338,30,167.2,55.9,2090,0.54,,5676.927413863518
5339,47,171.3,79.0,2452,0.77,573.19,500.0
5340,69,170.4,72.4,3304,0.2,248.28,500.0
5341,54,176.4,58.4,3674,0.67,10000.0,9149.762575104216
5342,20,178.4,70.9,3475,0.1,5000.0,13716.417179810942
5343,25,158.1,31.3,3094,0.58,10000.0,7933.258478937534
5344,32,174.4,65.5,2586,0.43,1025.75,500.0
5345,73,167.4,67.3,4148,0.74,,500.0
5346,69,175.4,48.1,2538,0.52,5000.0,22777.96995742065
5347,31,156.0,74.0,2701,0.43,5000.0,500.0
5348,19,168.3,80.3,4718,0.95,1095.76,39309.72679124526
5349,36,150.4,48.5,2914,0.38,,500.0
5350,27,171.0,83.5,1170,0.82,10000.0,500.0
5351,20,143.8,90.2,1851,0.97,5000.0,20292.540994675408
5352,52,168.9,81.3,2086,0.28,5000.0,12123.992321235051
5353,33,188.7,82.4,2134,0.86,,500.0
5354,36,162.6,72.8,2395,0.1,10000.0,500.0
5355,23,167.6,79.9,2651,0.25,,500.0
5356,30,183.9,44.0,1777,0.88,10000.0,500.0
5357,22,169.5,69.2,500,0.24,5000.0,11921.655171274942
5358,65,186.1,83.3,2497,0.77,,2910.6282601136813
5359,47,159.9,60.7,1331,0.62,-179.98,14728.895686521268
5360,60,189.5,56.2,2315,0.17,1060.96,1637.021850875543
5361,62,169.0,41.1,2558,0.63,5000.0,500.0
5362,52,165.7,36.0,4172,0.72,,24096.818254028258
5363,47,177.2,77.2,4694,0.87,,11077.240074636484
5364,37,169.0,65.6,3699,0.55,,16558.08075692185
5365,35,178.7,103.7,2607,0.9,,18579.603464429416
5366,19,181.7,61.1,1801,0.98,630.86,19425.91018877002
5367,43,153.1,71.5,3306,0.66,,18932.100560748066
5368,39,167.4,60.8,2360,0.18,10000.0,500.0
5369,45,162.1,54.7,2444,0.8,5000.0,27125.906572605523
5370,48,180.9,70.5,3434,0.79,,500.0
5371,45,168.2,68.7,1934,0.4,,500.0
5372,61,176.1,46.3,1484,0.81,,500.0
5373,21,173.8,67.8,2737,0.31,,36374.07000298622
5374,25,160.5,76.0,1975,0.3,,3911.341424776443
5375,64,163.8,49.6,2828,0.3,10000.0,500.0
5376,61,169.2,53.5,3505,0.41,,10239.745803009406
5377,59,182.9,105.1,2287,0.49,861.04,500.0
5378,60,168.2,59.7,2266,0.04,189.69,28563.731169345378
5379,56,163.4,56.4,2133,0.3,5000.0,500.0
5380,19,175.3,59.0,3868,0.76,,1236.2040979616436
5381,66,180.6,66.5,984,0.16,10000.0,11470.532842465616
5382,56,170.6,73.0,2510,0.92,10000.0,17577.104533609498
5383,33,168.5,44.2,907,0.62,5000.0,500.0
5384,41,158.5,50.9,2811,0.84,10000.0,3319.7338871675097
5385,61,175.5,99.8,2445,0.05,758.98,500.0
5386,64,173.8,65.8,1913,0.35,1195.2,500.0
5387,72,174.1,56.2,3427,0.45,,500.0
5388,74,182.7,65.7,3136,0.18,5000.0,27252.50561336032
5389,26,182.6,82.8,2294,0.97,5000.0,11118.924390264356
5390,37,186.9,79.4,2531,0.76,5000.0,12778.547523953092
5391,29,172.9,73.7,2912,0.56,,500.0
5392,59,173.2,73.9,3970,0.38,10000.0,500.0
5393,60,154.5,87.6,4504,0.24,1312.02,16830.23203191728
5394,53,169.7,69.3,1572,0.65,,500.0
5395,56,170.8,89.3,4636,0.26,838.07,25264.887883286072
5396,20,176.5,37.2,2888,0.41,672.7,500.0
5397,55,150.9,85.0,3587,0.87,1025.42,500.0
5398,35,174.0,94.8,1623,0.25,,18190.006055313752
5399,69,157.5,76.5,1678,0.32,5000.0,9338.097616995125
5400,39,163.6,60.6,2684,0.52,10000.0,9805.76370224276
5401,61,161.9,70.7,1090,0.23,684.99,1576.2752637930944
5402,47,167.7,53.4,2451,0.23,5000.0,28558.640451367977
5403,41,185.1,74.5,4029,0.8,720.61,12572.690227491412
5404,72,182.8,98.5,2027,0.72,,500.0
5405,64,164.9,59.9,2306,0.75,,500.0
5406,56,166.6,70.7,1842,0.95,625.85,500.0
5407,48,181.4,93.0,5015,0.0,5000.0,9985.35077290691
5408,51,160.3,61.3,2394,0.97,,500.0
5409,29,178.4,49.5,2204,0.3,744.8,5761.273790480219
5410,25,160.2,56.8,1577,0.75,10000.0,500.0
5411,56,176.5,73.3,1485,0.87,505.17,27264.79719141587
5412,57,179.2,83.5,541,0.73,5000.0,500.0
5413,33,167.6,75.1,1230,0.62,,500.0
5414,21,179.2,74.7,998,0.68,,7118.792015716052
5415,40,179.1,80.2,2992,0.65,1153.2,500.0
5416,67,164.3,53.4,3738,0.88,,500.0
5417,26,154.4,65.7,2463,0.84,10000.0,15652.431746675493
5418,55,157.9,41.7,2498,0.73,5000.0,18244.112242171323
5419,75,153.4,98.9,2353,0.44,887.5,500.0
5420,53,165.2,79.0,3832,0.34,10000.0,500.0
5421,60,148.5,86.7,1629,0.78,,500.0
5422,48,165.6,70.5,3228,0.81,,19054.549699421703
5423,59,175.7,53.2,3045,0.04,5000.0,36536.86457934811
5424,72,187.9,49.6,1120,0.17,,35070.03909571301
5425,48,165.7,70.9,500,0.45,639.64,500.0
5426,53,164.1,63.8,3211,0.56,1203.17,13668.834172108887
5427,71,163.7,71.6,3014,0.02,,28819.075039984185
5428,25,178.3,64.9,2146,0.45,,28866.770683524708
5429,51,163.3,71.2,500,0.29,1064.61,20944.42018948653
5430,72,163.3,85.1,1766,0.0,5000.0,500.0
5431,33,173.8,77.2,4210,0.28,5000.0,8211.053673623343
5432,40,171.2,67.7,1253,0.9,926.97,500.0
5433,27,171.4,60.0,1228,0.15,5000.0,8646.273398883648
5434,46,171.0,79.9,729,0.13,5000.0,500.0
5435,55,162.7,77.5,2501,0.9,10000.0,10984.65059846852
5436,67,161.6,54.2,2855,0.16,5000.0,4359.64553403087
5437,38,176.9,58.9,951,0.75,,7460.222932138988
5438,54,159.5,54.8,3385,0.62,1289.53,26351.2216850178
5439,71,153.1,63.7,4090,0.43,,16293.3737418524
5440,53,174.0,65.7,1591,0.76,,500.0
5441,54,169.4,69.6,665,0.52,496.96,500.0
5442,55,151.4,59.0,4283,0.39,10000.0,20718.920188420325
5443,51,170.7,77.5,1979,0.61,536.04,500.0
5444,63,160.2,82.9,1497,0.13,593.73,19184.122591464125
5445,59,161.3,71.7,1481,0.42,,500.0
5446,38,167.9,80.7,1900,0.53,10000.0,11772.799305081704
5447,43,182.9,64.1,1677,0.85,,500.0
5448,73,165.5,81.5,1364,0.15,10000.0,500.0
5449,46,172.4,68.4,2472,0.53,1057.65,500.0
5450,52,179.5,65.6,1603,0.39,,10321.12867438911
5451,38,158.0,78.5,1848,0.99,10000.0,4762.554313167681
5452,50,164.1,87.0,2963,0.2,,500.0
5453,38,154.5,74.8,1022,0.25,5000.0,500.0
5454,48,180.9,75.6,2341,0.21,,1239.2239094890654
5455,23,161.8,81.6,1637,0.29,5000.0,18234.087159764706
5456,44,158.4,75.1,3088,0.39,5000.0,500.0
5457,68,156.6,98.2,2383,0.27,10000.0,500.0
5458,46,155.5,60.8,2240,0.38,5000.0,500.0
5459,62,158.1,74.7,540,0.43,1104.94,1039.9339819451382
5460,22,160.8,70.7,1252,0.15,10000.0,20810.72186300894
5461,22,164.8,49.6,2341,0.41,10000.0,500.0
5462,24,179.9,79.4,3624,0.59,,500.0
5463,31,181.9,80.7,2991,0.56,741.64,35324.41059405857
5464,28,176.1,57.3,2138,0.42,5000.0,9348.235706928515
5465,20,170.5,52.6,2025,0.05,497.74,500.0
5466,74,169.7,75.7,1749,0.6,,2043.5333763316853
5467,67,167.2,78.7,2883,0.12,,500.0
5468,41,162.1,50.6,4403,0.83,10000.0,24102.562178675496
5469,32,166.6,61.6,2244,0.35,1037.24,500.0
5470,44,161.6,71.8,3796,0.47,5000.0,31449.919874062693
5471,64,178.9,78.6,1674,0.2,568.01,2318.801619269081
5472,61,181.6,49.8,2703,0.14,,15318.216047402344
5473,41,143.8,47.1,1274,0.97,578.78,3279.3898971329018
5474,59,174.9,41.1,3526,0.08,5000.0,500.0
5475,64,182.2,71.5,5021,0.93,10000.0,9149.762575104216
5476,66,175.0,66.4,500,0.49,5000.0,500.0
5477,46,166.0,57.8,1469,0.43,,7158.115433295724
5478,61,162.5,74.9,1954,0.04,,500.0
5479,61,153.8,54.7,501,0.82,10000.0,11708.019989648128
5480,62,157.0,46.8,500,0.49,5000.0,500.0
5481,57,185.3,67.5,3512,0.59,,500.0
5482,56,162.1,54.6,2264,0.67,,2823.952847574172
5483,42,151.6,89.3,2996,0.21,632.25,1464.9488789627408
5484,53,171.1,63.6,2323,0.69,,500.0
5485,49,174.9,70.9,3051,0.54,5000.0,29170.63948049445
5486,49,166.9,67.6,5122,0.97,5000.0,3886.366402404397
5487,53,192.0,65.0,1110,0.24,,8418.438728895233
5488,27,175.1,83.7,3103,0.47,,500.0
5489,40,173.8,94.0,500,0.31,10000.0,500.0
5490,74,171.7,47.4,2269,0.59,1036.97,500.0
5491,63,158.4,60.8,1609,0.14,,20245.6528981206
5492,55,173.9,70.6,2420,0.97,10000.0,500.0
5493,42,195.6,63.6,3359,0.36,10000.0,16655.16133744293
5494,38,181.0,91.2,2345,0.89,494.47,14851.425338008568
5495,65,168.4,60.7,1607,0.25,5000.0,25892.265333001284
5496,37,165.2,72.2,530,0.27,10000.0,506.1000696557594
5497,67,161.7,61.8,4781,0.8,10000.0,15607.164153245729
5498,18,176.2,47.3,1794,0.07,10000.0,500.0
5499,46,174.5,64.3,3868,0.89,5000.0,24568.552873353263
5500,18,171.5,91.3,3546,0.65,,18072.25363580136
5501,49,165.7,50.4,1599,0.82,687.31,5006.963646439597
5502,43,163.9,80.9,1951,0.24,,20157.827863254694
5503,21,157.5,88.9,2059,0.1,5000.0,3308.9064396020794
5504,33,167.2,84.8,3714,0.61,739.09,500.0
5505,20,151.9,92.1,520,0.78,10000.0,500.0
5506,48,169.8,93.0,2259,0.32,,9086.899341730352
5507,54,183.6,78.3,4291,0.91,5000.0,33001.40029680384
5508,42,170.6,73.6,5458,0.74,1114.15,15442.104883091608
5509,23,174.7,55.9,1792,0.5,5000.0,6195.706758033911
5510,51,177.8,65.8,1280,0.93,743.81,500.0
5511,61,153.5,90.8,1077,0.41,10000.0,4199.379275131533
5512,75,154.2,69.0,1970,0.23,,12896.651563774962
5513,38,195.4,88.6,2199,0.52,5000.0,7622.533229372277
5514,23,158.6,101.5,655,0.93,5000.0,500.0
5515,36,178.4,59.5,2570,0.26,10000.0,500.0
5516,53,161.9,67.9,3113,0.99,,3080.492487464247
5517,36,166.0,91.5,3207,0.96,1450.28,500.0
5518,71,185.3,66.0,2108,0.05,445.2,12792.782307631507
5519,58,175.7,79.5,2327,0.95,10000.0,500.0
5520,36,156.4,63.9,2187,0.54,,6896.914538451551
5521,46,162.5,57.3,4478,0.42,,28004.97873605136
5522,66,167.0,76.6,1465,0.42,593.75,23779.54164622753
5523,23,158.4,59.0,2008,0.34,5000.0,9149.762575104216
5524,25,165.9,76.2,500,0.94,774.52,500.0
5525,25,179.1,61.6,3528,0.49,5000.0,1435.4474349906754
5526,26,185.8,63.9,4044,0.57,5000.0,20244.96496449784
5527,23,186.0,106.8,2951,0.99,5000.0,500.0
5528,23,179.5,75.3,500,0.17,10000.0,500.0
5529,66,178.4,70.06407999999999,1491,0.65,10000.0,500.0
5530,69,166.3,38.8,1810,0.91,,500.0
5531,28,150.2,73.3,1950,0.27,5000.0,30076.492167758945
5532,28,176.3,54.4,3194,0.97,1185.33,15675.56939855582
5533,58,167.1,73.0,3272,0.76,,18739.434573768805
5534,71,178.2,85.2,4039,0.14,,26722.51063891717
5535,52,189.2,64.0,1697,0.19,5000.0,500.0
5536,38,164.6,64.7,2053,0.47,5000.0,4420.722427663023
5537,36,143.7,72.8,5365,0.64,800.84,5560.780587478581
5538,44,173.1,67.7,1289,0.78,1223.33,500.0
5539,59,177.8,78.0,4091,0.94,616.36,3655.505647536224
5540,18,187.2,69.9,1717,0.34,1064.48,17197.43570202067
5541,56,169.6,71.5,4110,0.65,5000.0,15879.021218319647
5542,22,163.6,79.6,3591,0.88,,12081.86465764577
5543,70,181.9,65.3,2887,0.61,5000.0,500.0
5544,66,157.3,52.2,2610,0.2,,11107.077914430149
5545,56,177.1,83.6,2623,0.63,990.79,35380.09618294562
5546,69,160.3,98.3,3359,0.18,906.02,28205.740727397675
5547,57,160.7,71.8,4408,0.54,10000.0,500.0
5548,22,193.6,71.6,3148,0.52,,500.0
5549,70,174.6,73.2,4204,0.22,5000.0,18213.101271004227
5550,24,162.2,74.0,2487,0.04,10000.0,500.0
5551,50,166.7,73.7,1732,0.89,10000.0,17723.20021809159
5552,31,182.6,62.4,2622,0.46,665.71,6984.706974534388
5553,41,173.4,57.2,3134,0.23,894.34,500.0
5554,37,172.3,87.4,2737,0.13,10000.0,1440.069571905364
5555,44,175.7,80.8,1216,0.72,10000.0,500.0
5556,56,150.9,60.0,2130,0.59,,730.8434637470251
5557,38,171.1,54.6,2948,0.91,929.27,17211.450771728832
5558,49,179.6,51.4,1530,0.58,559.35,500.0
5559,34,174.7,57.2,1828,0.54,5000.0,500.0
5560,72,175.0,71.8,2302,0.46,,500.0
5561,29,177.6,84.5,1590,0.34,5000.0,500.0
5562,52,158.6,68.8,4509,0.54,1086.9,9149.762575104216
5563,34,170.9,71.5,4143,0.68,5000.0,2173.539199674299
5564,72,176.9,91.2,3151,0.38,5000.0,500.0
5565,19,168.1,73.9,4733,0.88,1231.54,20610.18863484644
5566,28,158.4,60.6,2820,0.21,,14502.031079825532
5567,51,172.9,55.4,4181,0.1,,500.0
5568,58,166.1,95.4,3134,0.94,228.39,500.0
5569,31,171.0,67.7,2756,0.39,303.96,17849.679144678932
5570,42,174.7,56.0,3907,0.66,5000.0,9149.762575104216
5571,25,160.9,56.4,4420,0.05,10000.0,22830.529170100373
5572,67,180.5,70.1,4080,0.28,10000.0,31894.085926088992
5573,62,160.5,79.6,2968,0.4,,12664.435501178286
5574,46,164.5,73.3,2071,0.73,5000.0,500.0
5575,61,167.8,62.0,1557,0.1,,10755.931244427064
5576,66,172.6,79.9,500,0.42,,15548.138019379172
5577,56,175.6,82.1,2566,0.48,5000.0,20237.30157615237
5578,64,176.5,85.6,3279,0.3,,21833.999417828752
5579,34,156.1,90.0,5338,0.27,10000.0,39111.97185442146
5580,27,168.4,50.3,3994,0.61,,500.0
5581,25,164.9,67.3,2037,0.39,,36363.72059684359
5582,44,144.7,47.1,798,0.2,857.37,11785.02158142409
5583,62,182.4,67.8,3056,0.92,,2778.895441146856
5584,18,185.2,75.0,4376,0.16,,17399.931684188447
5585,62,166.3,91.2,4407,0.65,,8503.44658404202
5586,34,177.7,54.2,3900,0.46,,20600.912025801503
5587,47,183.6,33.7,2512,0.99,5000.0,500.0
5588,59,165.0,57.6,3408,0.47,693.69,500.0
5589,51,149.4,81.4,3725,0.76,10000.0,13422.29100322649
5590,32,152.8,69.5,3714,0.5,5000.0,15973.595824815971
5591,44,167.1,62.8,1543,0.07,5000.0,500.0
5592,52,170.7,63.2,1870,0.97,5000.0,500.0
5593,24,176.3,74.0,1544,0.71,961.13,500.0
5594,67,165.5,64.6,3890,0.76,,30264.14579652031
5595,22,174.7,70.8,2264,0.01,,18388.659350015118
5596,43,176.9,65.7,3540,0.35,5000.0,19833.87940555405
5597,23,183.9,71.5,4340,0.74,5000.0,500.0
5598,56,179.5,77.8,1922,0.23,494.82,6920.170149102289
5599,72,169.0,51.2,3320,0.89,10000.0,11431.23009848331
5600,31,179.8,68.1,1526,0.49,10000.0,500.0
5601,46,172.2,61.2,2173,0.89,5000.0,1182.464992217078
5602,66,174.5,55.0,3012,0.06,10000.0,8383.41641013824
5603,64,172.1,80.8,3245,0.41,,20849.14794541604
5604,57,171.7,45.7,2221,0.2,,500.0
5605,26,146.9,79.8,500,0.14,5000.0,500.0
5606,27,153.2,57.2,2231,0.78,5000.0,595.4529022693162
5607,55,164.1,57.7,848,0.43,10000.0,19311.85170122414
5608,33,174.9,70.06407999999999,2900,0.18,10000.0,29107.11122185828
5609,68,173.1,58.6,1209,0.53,10000.0,4421.836090337169
5610,56,195.2,77.0,2176,0.03,5000.0,22156.6601666299
5611,49,174.5,91.4,4437,0.13,10000.0,9076.631651004212
5612,22,182.1,74.6,1925,0.27,,500.0
5613,43,176.0,67.1,2770,0.06,10000.0,500.0
5614,71,175.3,84.1,3743,0.95,5000.0,500.0
5615,33,151.4,90.8,5393,0.91,5000.0,8779.914737074032
5616,74,166.9,84.2,1339,0.73,5000.0,500.0
5617,27,163.8,62.4,5408,0.53,1058.64,12003.974387865432
5618,23,171.0,79.9,5316,0.29,10000.0,19556.521117359865
5619,21,163.9,55.4,3314,0.12,,500.0
5620,42,174.1,75.6,2277,0.56,,15115.590081648994
5621,36,164.2,95.3,1781,0.93,,2432.7924620553586
5622,39,173.6,95.3,3635,0.64,1453.44,500.0
5623,72,164.6,93.1,1163,0.78,797.76,31218.020232801584
5624,70,171.2,77.3,1609,0.05,,500.0
5625,28,166.2,43.9,4957,0.95,1223.69,9446.472980106704
5626,20,174.8,60.7,500,0.72,464.67,22361.333369471427
5627,72,161.0,87.5,5505,0.77,,22506.54481869007
5628,57,162.9,61.6,536,0.46,5000.0,500.0
5629,27,174.5,66.8,5200,0.77,,27305.77273471144
5630,34,179.4,58.4,4483,0.75,5000.0,24757.281249515778
5631,25,180.2,76.1,4324,0.75,5000.0,11123.788700251043
5632,22,162.9,57.4,3111,0.31,488.9,500.0
5633,37,174.1,81.8,3074,0.57,5000.0,33156.131553929656
5634,38,158.0,63.6,658,0.41,10000.0,500.0
5635,47,168.0,31.9,2904,0.07,765.92,26267.050324186486
5636,52,152.8,76.0,1389,0.89,,500.0
5637,56,174.0,93.2,1185,0.07,1047.29,500.0
5638,48,151.2,39.3,500,0.74,10000.0,500.0
5639,67,185.4,70.9,1706,0.86,5000.0,8530.171542970327
5640,40,153.9,71.8,500,0.87,940.7,500.0
5641,20,179.7,80.7,1945,0.3,,500.0
5642,24,177.2,58.9,4001,0.65,,936.1984497142817
5643,72,183.3,83.1,2539,0.01,5000.0,853.7959272966966
5644,22,164.3,83.9,1244,0.52,671.13,16612.42167072627
5645,48,176.2,99.7,3200,0.42,,500.0
5646,58,180.1,61.6,1861,0.28,10000.0,6011.798991135412
5647,30,169.6,54.1,2560,0.11,10000.0,20292.408867132155
5648,67,171.8,62.5,2440,0.68,860.06,31792.38150694156
5649,51,165.9,47.7,1119,0.1,10000.0,14916.0339311424
5650,32,178.2,95.3,2891,0.66,10000.0,500.0
5651,45,172.1,61.5,1192,0.56,,10733.234559213986
5652,73,182.2,85.8,500,0.23,5000.0,15819.26553529323
5653,51,167.9,51.0,2247,0.92,5000.0,500.0
5654,72,166.6,67.4,1185,0.68,5000.0,500.0
5655,34,186.4,59.1,500,0.51,,500.0
5656,48,164.9,59.0,1021,0.44,661.7,500.0
5657,48,176.6,68.6,1309,0.92,,500.0
5658,48,191.2,52.2,2708,0.48,10000.0,10671.75694925496
5659,37,163.6,73.4,3085,0.29,,14821.298061499252
5660,49,175.4,94.5,963,0.98,10000.0,500.0
5661,53,165.1,62.6,3573,0.87,888.67,35923.21824329299
5662,21,163.1,64.8,2276,0.03,,500.0
5663,73,168.5,52.1,3857,0.55,,18172.210413180703
5664,26,151.5,76.5,1035,0.72,5000.0,1352.1952582900844
5665,54,181.8,50.1,1385,0.82,1398.79,11579.698833698158
5666,35,154.3,88.3,746,0.4,,500.0
5667,34,161.0,72.0,3073,0.88,,500.0
5668,54,167.2,65.0,2101,0.34,10000.0,500.0
5669,21,154.3,77.4,2778,0.25,,500.0
5670,71,185.1,80.9,2637,0.12,814.03,500.0
5671,25,170.3,76.7,3226,0.63,10000.0,14206.009367066032
5672,64,165.0,40.8,1484,0.85,736.29,18913.535511262864
5673,40,168.5,80.9,3622,0.38,,24007.860170588843
5674,36,180.8,69.7,2912,0.49,5000.0,20294.65511964112
5675,18,157.6,79.4,2199,0.13,5000.0,17543.403390661868
5676,63,171.0,77.6,2077,0.02,5000.0,8851.47513253766
5677,31,177.0,43.1,3258,0.33,915.26,12229.796649872353
5678,50,176.9,79.2,644,0.73,,16283.7215593546
5679,26,166.7,61.4,2983,0.84,973.25,3815.353995880664
5680,50,166.1,82.9,979,0.61,5000.0,500.0
5681,54,156.9,93.6,2724,0.41,1090.67,500.0
